,States,Regions,latitude,longitude,Dates,Month,Year,Usage
344,DNH,WR,20.26657819,73.01661779999998,12/01/2019,Jan,2019,17.6
345,Andhra Pradesh,SR,14.7504291,78.57002559,12/01/2019,Jan,2019,168.1
346,Telangana,SR,18.1124,79.0193,12/01/2019,Jan,2019,173.2
347,Karnataka,SR,12.57038129,76.91999711,12/01/2019,Jan,2019,163.5
348,Kerala,SR,8.900372741,76.56999263,12/01/2019,Jan,2019,69.9
349,Tamil Nadu,SR,12.92038576,79.15004187,12/01/2019,Jan,2019,298.4
350,Pondy,SR,11.93499371,79.83000037,12/01/2019,Jan,2019,8.0
351,Bihar,ER,25.78541445,87.4799727,12/01/2019,Jan,2019,82.3
352,Jharkhand,ER,23.80039349,86.41998572,12/01/2019,Jan,2019,24.3
353,Odisha,ER,19.82042971,85.90001746,12/01/2019,Jan,2019,82.4
354,West Bengal,ER,22.58039044,88.32994665,12/01/2019,Jan,2019,154.7
355,Sikkim,ER,27.3333303,88.6166475,12/01/2019,Jan,2019,1.0
356,Arunachal Pradesh,NER,27.10039878,93.61660071,12/01/2019,Jan,2019,2.1
357,Assam,NER,26.7499809,94.21666744,12/01/2019,Jan,2019,30.1
358,Manipur,NER,24.79997072,93.95001705,12/01/2019,Jan,2019,2.5
359,Meghalaya,NER,25.57049217,91.8800142,12/01/2019,Jan,2019,6.0
360,Mizoram,NER,23.71039899,92.72001461,12/01/2019,Jan,2019,1.8
361,Nagaland,NER,25.6669979,94.11657019,12/01/2019,Jan,2019,2.0
362,Tripura,NER,23.83540428,91.27999914,12/01/2019,Jan,2019,4.6
363,Punjab,NR,31.51997398,75.98000281,13/01/2019,Jan,2019,135.8
364,Haryana,NR,28.45000633,77.01999101,13/01/2019,Jan,2019,141.4
365,Rajasthan,NR,26.44999921,74.63998124,13/01/2019,Jan,2019,186.9
366,Delhi,NR,28.6699929,77.23000403,13/01/2019,Jan,2019,89.4
367,UP,NR,27.59998069,78.05000565,13/01/2019,Jan,2019,310.0
368,Uttarakhand,NR,30.32040895,78.05000565,13/01/2019,Jan,2019,36.7
369,HP,NR,31.10002545,77.16659704,13/01/2019,Jan,2019,26.4
370,J&K,NR,33.45,76.24,13/01/2019,Jan,2019,32.7
371,Chandigarh,NR,30.71999697,76.78000565,13/01/2019,Jan,2019,3.8
372,Chhattisgarh,WR,22.09042035,82.15998734,13/01/2019,Jan,2019,87.6
373,Gujarat,WR,22.2587,71.1924,13/01/2019,Jan,2019,301.2
374,MP,WR,21.30039105,76.13001949,13/01/2019,Jan,2019,168.6
375,Maharashtra,WR,19.25023195,73.16017493,13/01/2019,Jan,2019,408.3
376,Goa,WR,15.491997,73.81800065,13/01/2019,Jan,2019,12.4
377,DNH,WR,20.26657819,73.01661779999998,13/01/2019,Jan,2019,17.6
378,Andhra Pradesh,SR,14.7504291,78.57002559,13/01/2019,Jan,2019,164.9
379,Telangana,SR,18.1124,79.0193,13/01/2019,Jan,2019,176.9
380,Karnataka,SR,12.57038129,76.91999711,13/01/2019,Jan,2019,162.4
381,Kerala,SR,8.900372741,76.56999263,13/01/2019,Jan,2019,72.4
382,Tamil Nadu,SR,12.92038576,79.15004187,13/01/2019,Jan,2019,314.1
383,Pondy,SR,11.93499371,79.83000037,13/01/2019,Jan,2019,8.4
384,Bihar,ER,25.78541445,87.4799727,13/01/2019,Jan,2019,87.7
385,Jharkhand,ER,23.80039349,86.41998572,13/01/2019,Jan,2019,24.8
386,Odisha,ER,19.82042971,85.90001746,13/01/2019,Jan,2019,84.3
387,West Bengal,ER,22.58039044,88.32994665,13/01/2019,Jan,2019,155.3
388,Sikkim,ER,27.3333303,88.6166475,13/01/2019,Jan,2019,1.0
389,Arunachal Pradesh,NER,27.10039878,93.61660071,13/01/2019,Jan,2019,2.1
390,Assam,NER,26.7499809,94.21666744,13/01/2019,Jan,2019,30.1
391,Manipur,NER,24.79997072,93.95001705,13/01/2019,Jan,2019,2.5
392,Meghalaya,NER,25.57049217,91.8800142,13/01/2019,Jan,2019,5.9
393,Mizoram,NER,23.71039899,92.72001461,13/01/2019,Jan,2019,1.8
394,Nagaland,NER,25.6669979,94.11657019,13/01/2019,Jan,2019,2.2
395,Tripura,NER,23.83540428,91.27999914,13/01/2019,Jan,2019,4.8
396,Punjab,NR,31.51997398,75.98000281,14/01/2019,Jan,2019,139.3
397,Haryana,NR,28.45000633,77.01999101,14/01/2019,Jan,2019,143.8
398,Rajasthan,NR,26.44999921,74.63998124,14/01/2019,Jan,2019,195.2
399,Delhi,NR,28.6699929,77.23000403,14/01/2019,Jan,2019,82.2
400,UP,NR,27.59998069,78.05000565,14/01/2019,Jan,2019,319.5
401,Uttarakhand,NR,30.32040895,78.05000565,14/01/2019,Jan,2019,35.5
402,HP,NR,31.10002545,77.16659704,14/01/2019,Jan,2019,26.9
403,J&K,NR,33.45,76.24,14/01/2019,Jan,2019,37.6
404,Chandigarh,NR,30.71999697,76.78000565,14/01/2019,Jan,2019,3.5
405,Chhattisgarh,WR,22.09042035,82.15998734,14/01/2019,Jan,2019,89.6
406,Gujarat,WR,22.2587,71.1924,14/01/2019,Jan,2019,305.6
407,MP,WR,21.30039105,76.13001949,14/01/2019,Jan,2019,170.7
408,Maharashtra,WR,19.25023195,73.16017493,14/01/2019,Jan,2019,406.3
409,Goa,WR,15.491997,73.81800065,14/01/2019,Jan,2019,12.4
410,DNH,WR,20.26657819,73.01661779999998,14/01/2019,Jan,2019,18.5
411,Andhra Pradesh,SR,14.7504291,78.57002559,14/01/2019,Jan,2019,163.3
412,Telangana,SR,18.1124,79.0193,14/01/2019,Jan,2019,177.0
413,Karnataka,SR,12.57038129,76.91999711,14/01/2019,Jan,2019,156.7
414,Kerala,SR,8.900372741,76.56999263,14/01/2019,Jan,2019,69.6
415,Tamil Nadu,SR,12.92038576,79.15004187,14/01/2019,Jan,2019,305.9
416,Pondy,SR,11.93499371,79.83000037,14/01/2019,Jan,2019,8.3
417,Bihar,ER,25.78541445,87.4799727,14/01/2019,Jan,2019,88.2
418,Jharkhand,ER,23.80039349,86.41998572,14/01/2019,Jan,2019,24.8
419,Odisha,ER,19.82042971,85.90001746,14/01/2019,Jan,2019,85.7
420,West Bengal,ER,22.58039044,88.32994665,14/01/2019,Jan,2019,143.9
421,Sikkim,ER,27.3333303,88.6166475,14/01/2019,Jan,2019,0.9
422,Arunachal Pradesh,NER,27.10039878,93.61660071,14/01/2019,Jan,2019,2.1
423,Assam,NER,26.7499809,94.21666744,14/01/2019,Jan,2019,31.7
424,Manipur,NER,24.79997072,93.95001705,14/01/2019,Jan,2019,2.5
425,Meghalaya,NER,25.57049217,91.8800142,14/01/2019,Jan,2019,5.4
426,Mizoram,NER,23.71039899,92.72001461,14/01/2019,Jan,2019,1.8
427,Nagaland,NER,25.6669979,94.11657019,14/01/2019,Jan,2019,2.1
428,Tripura,NER,23.83540428,91.27999914,14/01/2019,Jan,2019,5.0
429,Punjab,NR,31.51997398,75.98000281,15/01/2019,Jan,2019,141.1
430,Haryana,NR,28.45000633,77.01999101,15/01/2019,Jan,2019,142.9
431,Rajasthan,NR,26.44999921,74.63998124,15/01/2019,Jan,2019,185.4
432,Delhi,NR,28.6699929,77.23000403,15/01/2019,Jan,2019,77.8
433,UP,NR,27.59998069,78.05000565,15/01/2019,Jan,2019,326.7
434,Uttarakhand,NR,30.32040895,78.05000565,15/01/2019,Jan,2019,34.3
435,HP,NR,31.10002545,77.16659704,15/01/2019,Jan,2019,25.6
436,J&K,NR,33.45,76.24,15/01/2019,Jan,2019,39.5
437,Chandigarh,NR,30.71999697,76.78000565,15/01/2019,Jan,2019,3.2
438,Chhattisgarh,WR,22.09042035,82.15998734,15/01/2019,Jan,2019,88.0
439,Gujarat,WR,22.2587,71.1924,15/01/2019,Jan,2019,290.5
440,MP,WR,21.30039105,76.13001949,15/01/2019,Jan,2019,170.2
441,Maharashtra,WR,19.25023195,73.16017493,15/01/2019,Jan,2019,392.1
442,Goa,WR,15.491997,73.81800065,15/01/2019,Jan,2019,12.4
443,DNH,WR,20.26657819,73.01661779999998,15/01/2019,Jan,2019,17.3
444,Andhra Pradesh,SR,14.7504291,78.57002559,15/01/2019,Jan,2019,160.7
445,Telangana,SR,18.1124,79.0193,15/01/2019,Jan,2019,174.3
446,Karnataka,SR,12.57038129,76.91999711,15/01/2019,Jan,2019,138.7
447,Kerala,SR,8.900372741,76.56999263,15/01/2019,Jan,2019,64.2
448,Tamil Nadu,SR,12.92038576,79.15004187,15/01/2019,Jan,2019,288.7
449,Pondy,SR,11.93499371,79.83000037,15/01/2019,Jan,2019,7.4
450,Bihar,ER,25.78541445,87.4799727,15/01/2019,Jan,2019,93.7
451,Jharkhand,ER,23.80039349,86.41998572,15/01/2019,Jan,2019,24.8
452,Odisha,ER,19.82042971,85.90001746,15/01/2019,Jan,2019,82.1
453,West Bengal,ER,22.58039044,88.32994665,15/01/2019,Jan,2019,143.4
454,Sikkim,ER,27.3333303,88.6166475,15/01/2019,Jan,2019,0.7
455,Arunachal Pradesh,NER,27.10039878,93.61660071,15/01/2019,Jan,2019,2.2
456,Assam,NER,26.7499809,94.21666744,15/01/2019,Jan,2019,29.2
457,Manipur,NER,24.79997072,93.95001705,15/01/2019,Jan,2019,2.5
458,Meghalaya,NER,25.57049217,91.8800142,15/01/2019,Jan,2019,5.2
459,Mizoram,NER,23.71039899,92.72001461,15/01/2019,Jan,2019,1.7
460,Nagaland,NER,25.6669979,94.11657019,15/01/2019,Jan,2019,2.2
461,Tripura,NER,23.83540428,91.27999914,15/01/2019,Jan,2019,4.8
462,Punjab,NR,31.51997398,75.98000281,16/01/2019,Jan,2019,231.9
463,Haryana,NR,28.45000633,77.01999101,16/01/2019,Jan,2019,180.5
464,Rajasthan,NR,26.44999921,74.63998124,16/01/2019,Jan,2019,175.3
465,Delhi,NR,28.6699929,77.23000403,16/01/2019,Jan,2019,111.8
466,UP,NR,27.59998069,78.05000565,16/01/2019,Jan,2019,399.0
467,Uttarakhand,NR,30.32040895,78.05000565,16/01/2019,Jan,2019,41.0
468,HP,NR,31.10002545,77.16659704,16/01/2019,Jan,2019,29.4
469,J&K,NR,33.45,76.24,16/01/2019,Jan,2019,41.8
470,Chandigarh,NR,30.71999697,76.78000565,16/01/2019,Jan,2019,6.0
471,Chhattisgarh,WR,22.09042035,82.15998734,16/01/2019,Jan,2019,89.2
472,Gujarat,WR,22.2587,71.1924,16/01/2019,Jan,2019,299.5
473,MP,WR,21.30039105,76.13001949,16/01/2019,Jan,2019,185.1
474,Maharashtra,WR,19.25023195,73.16017493,16/01/2019,Jan,2019,377.1
475,Goa,WR,15.491997,73.81800065,16/01/2019,Jan,2019,11.3
476,DNH,WR,20.26657819,73.01661779999998,16/01/2019,Jan,2019,18.9
477,Andhra Pradesh,SR,14.7504291,78.57002559,16/01/2019,Jan,2019,155.2
478,Telangana,SR,18.1124,79.0193,16/01/2019,Jan,2019,161.3
479,Karnataka,SR,12.57038129,76.91999711,16/01/2019,Jan,2019,175.2
480,Kerala,SR,8.900372741,76.56999263,16/01/2019,Jan,2019,68.5
481,Tamil Nadu,SR,12.92038576,79.15004187,16/01/2019,Jan,2019,301.4
482,Pondy,SR,11.93499371,79.83000037,16/01/2019,Jan,2019,7.6
483,Bihar,ER,25.78541445,87.4799727,16/01/2019,Jan,2019,93.5
484,Jharkhand,ER,23.80039349,86.41998572,16/01/2019,Jan,2019,22.1
485,Odisha,ER,19.82042971,85.90001746,16/01/2019,Jan,2019,82.6
486,West Bengal,ER,22.58039044,88.32994665,16/01/2019,Jan,2019,152.9
487,Sikkim,ER,27.3333303,88.6166475,16/01/2019,Jan,2019,0.7
488,Arunachal Pradesh,NER,27.10039878,93.61660071,16/01/2019,Jan,2019,2.2
489,Assam,NER,26.7499809,94.21666744,16/01/2019,Jan,2019,31.3
490,Manipur,NER,24.79997072,93.95001705,16/01/2019,Jan,2019,2.3
491,Meghalaya,NER,25.57049217,91.8800142,16/01/2019,Jan,2019,5.6
492,Mizoram,NER,23.71039899,92.72001461,16/01/2019,Jan,2019,1.8
493,Nagaland,NER,25.6669979,94.11657019,16/01/2019,Jan,2019,2.2
494,Tripura,NER,23.83540428,91.27999914,16/01/2019,Jan,2019,5.8
495,Punjab,NR,31.51997398,75.98000281,17/01/2019,Jan,2019,253.8
496,Haryana,NR,28.45000633,77.01999101,17/01/2019,Jan,2019,196.4
497,Rajasthan,NR,26.44999921,74.63998124,17/01/2019,Jan,2019,197.2
498,Delhi,NR,28.6699929,77.23000403,17/01/2019,Jan,2019,115.6
499,UP,NR,27.59998069,78.05000565,17/01/2019,Jan,2019,412.5
500,Uttarakhand,NR,30.32040895,78.05000565,17/01/2019,Jan,2019,41.7
501,HP,NR,31.10002545,77.16659704,17/01/2019,Jan,2019,29.8
502,J&K,NR,33.45,76.24,17/01/2019,Jan,2019,42.3
503,Chandigarh,NR,30.71999697,76.78000565,17/01/2019,Jan,2019,5.6
504,Chhattisgarh,WR,22.09042035,82.15998734,17/01/2019,Jan,2019,83.5
505,Gujarat,WR,22.2587,71.1924,17/01/2019,Jan,2019,282.0
506,MP,WR,21.30039105,76.13001949,17/01/2019,Jan,2019,183.7
507,Maharashtra,WR,19.25023195,73.16017493,17/01/2019,Jan,2019,368.4
508,Goa,WR,15.491997,73.81800065,17/01/2019,Jan,2019,11.3
509,DNH,WR,20.26657819,73.01661779999998,17/01/2019,Jan,2019,18.4
510,Andhra Pradesh,SR,14.7504291,78.57002559,17/01/2019,Jan,2019,161.8
511,Telangana,SR,18.1124,79.0193,17/01/2019,Jan,2019,156.5
512,Karnataka,SR,12.57038129,76.91999711,17/01/2019,Jan,2019,167.1
513,Kerala,SR,8.900372741,76.56999263,17/01/2019,Jan,2019,70.3
514,Tamil Nadu,SR,12.92038576,79.15004187,17/01/2019,Jan,2019,313.9
515,Pondy,SR,11.93499371,79.83000037,17/01/2019,Jan,2019,7.7
516,Bihar,ER,25.78541445,87.4799727,17/01/2019,Jan,2019,98.9
517,Jharkhand,ER,23.80039349,86.41998572,17/01/2019,Jan,2019,22.3
518,Odisha,ER,19.82042971,85.90001746,17/01/2019,Jan,2019,85.9
519,West Bengal,ER,22.58039044,88.32994665,17/01/2019,Jan,2019,167.7
520,Sikkim,ER,27.3333303,88.6166475,17/01/2019,Jan,2019,0.8
521,Arunachal Pradesh,NER,27.10039878,93.61660071,17/01/2019,Jan,2019,2.2
522,Assam,NER,26.7499809,94.21666744,17/01/2019,Jan,2019,33.1
523,Manipur,NER,24.79997072,93.95001705,17/01/2019,Jan,2019,2.5
524,Meghalaya,NER,25.57049217,91.8800142,17/01/2019,Jan,2019,5.5
525,Mizoram,NER,23.71039899,92.72001461,17/01/2019,Jan,2019,1.8
526,Nagaland,NER,25.6669979,94.11657019,17/01/2019,Jan,2019,2.2
527,Tripura,NER,23.83540428,91.27999914,17/01/2019,Jan,2019,4.2
528,Punjab,NR,31.51997398,75.98000281,18/01/2019,Jan,2019,236.4
529,Haryana,NR,28.45000633,77.01999101,18/01/2019,Jan,2019,193.9
530,Rajasthan,NR,26.44999921,74.63998124,18/01/2019,Jan,2019,209.8
531,Delhi,NR,28.6699929,77.23000403,18/01/2019,Jan,2019,117.9
532,UP,NR,27.59998069,78.05000565,18/01/2019,Jan,2019,426.0
533,Uttarakhand,NR,30.32040895,78.05000565,18/01/2019,Jan,2019,40.3
534,HP,NR,31.10002545,77.16659704,18/01/2019,Jan,2019,27.9
535,J&K,NR,33.45,76.24,18/01/2019,Jan,2019,36.7
536,Chandigarh,NR,30.71999697,76.78000565,18/01/2019,Jan,2019,5.0
537,Chhattisgarh,WR,22.09042035,82.15998734,18/01/2019,Jan,2019,82.2
538,Gujarat,WR,22.2587,71.1924,18/01/2019,Jan,2019,269.1
539,MP,WR,21.30039105,76.13001949,18/01/2019,Jan,2019,183.4
540,Maharashtra,WR,19.25023195,73.16017493,18/01/2019,Jan,2019,360.8
541,Goa,WR,15.491997,73.81800065,18/01/2019,Jan,2019,11.3
542,DNH,WR,20.26657819,73.01661779999998,18/01/2019,Jan,2019,18.3
543,Andhra Pradesh,SR,14.7504291,78.57002559,18/01/2019,Jan,2019,169.9
544,Telangana,SR,18.1124,79.0193,18/01/2019,Jan,2019,169.4
545,Karnataka,SR,12.57038129,76.91999711,18/01/2019,Jan,2019,182.5
546,Kerala,SR,8.900372741,76.56999263,18/01/2019,Jan,2019,71.6
547,Tamil Nadu,SR,12.92038576,79.15004187,18/01/2019,Jan,2019,321.5
548,Pondy,SR,11.93499371,79.83000037,18/01/2019,Jan,2019,8.2
549,Bihar,ER,25.78541445,87.4799727,18/01/2019,Jan,2019,106.1
550,Jharkhand,ER,23.80039349,86.41998572,18/01/2019,Jan,2019,24.1
551,Odisha,ER,19.82042971,85.90001746,18/01/2019,Jan,2019,89.1
552,West Bengal,ER,22.58039044,88.32994665,18/01/2019,Jan,2019,175.9
553,Sikkim,ER,27.3333303,88.6166475,18/01/2019,Jan,2019,0.8
554,Arunachal Pradesh,NER,27.10039878,93.61660071,18/01/2019,Jan,2019,2.5
555,Assam,NER,26.7499809,94.21666744,18/01/2019,Jan,2019,32.5
556,Manipur,NER,24.79997072,93.95001705,18/01/2019,Jan,2019,2.5
557,Meghalaya,NER,25.57049217,91.8800142,18/01/2019,Jan,2019,5.8
558,Mizoram,NER,23.71039899,92.72001461,18/01/2019,Jan,2019,1.6
559,Nagaland,NER,25.6669979,94.11657019,18/01/2019,Jan,2019,2.3
560,Tripura,NER,23.83540428,91.27999914,18/01/2019,Jan,2019,4.3
561,Punjab,NR,31.51997398,75.98000281,19/01/2019,Jan,2019,229.8
562,Haryana,NR,28.45000633,77.01999101,19/01/2019,Jan,2019,201.8
563,Rajasthan,NR,26.44999921,74.63998124,19/01/2019,Jan,2019,197.6
564,Delhi,NR,28.6699929,77.23000403,19/01/2019,Jan,2019,121.9
565,UP,NR,27.59998069,78.05000565,19/01/2019,Jan,2019,437.9
566,Uttarakhand,NR,30.32040895,78.05000565,19/01/2019,Jan,2019,42.4
567,HP,NR,31.10002545,77.16659704,19/01/2019,Jan,2019,28.7
568,J&K,NR,33.45,76.24,19/01/2019,Jan,2019,38.5
569,Chandigarh,NR,30.71999697,76.78000565,19/01/2019,Jan,2019,5.3
570,Chhattisgarh,WR,22.09042035,82.15998734,19/01/2019,Jan,2019,86.8
571,Gujarat,WR,22.2587,71.1924,19/01/2019,Jan,2019,260.2
572,MP,WR,21.30039105,76.13001949,19/01/2019,Jan,2019,183.7
573,Maharashtra,WR,19.25023195,73.16017493,19/01/2019,Jan,2019,371.2
574,Goa,WR,15.491997,73.81800065,19/01/2019,Jan,2019,11.8
575,DNH,WR,20.26657819,73.01661779999998,19/01/2019,Jan,2019,18.1
576,Andhra Pradesh,SR,14.7504291,78.57002559,19/01/2019,Jan,2019,166.0
577,Telangana,SR,18.1124,79.0193,19/01/2019,Jan,2019,171.8
578,Karnataka,SR,12.57038129,76.91999711,19/01/2019,Jan,2019,185.0
579,Kerala,SR,8.900372741,76.56999263,19/01/2019,Jan,2019,72.6
580,Tamil Nadu,SR,12.92038576,79.15004187,19/01/2019,Jan,2019,325.8
581,Pondy,SR,11.93499371,79.83000037,19/01/2019,Jan,2019,8.3
582,Bihar,ER,25.78541445,87.4799727,19/01/2019,Jan,2019,105.5
583,Jharkhand,ER,23.80039349,86.41998572,19/01/2019,Jan,2019,23.8
584,Odisha,ER,19.82042971,85.90001746,19/01/2019,Jan,2019,98.1
585,West Bengal,ER,22.58039044,88.32994665,19/01/2019,Jan,2019,180.6
586,Sikkim,ER,27.3333303,88.6166475,19/01/2019,Jan,2019,0.9
587,Arunachal Pradesh,NER,27.10039878,93.61660071,19/01/2019,Jan,2019,2.4
588,Assam,NER,26.7499809,94.21666744,19/01/2019,Jan,2019,31.4
589,Manipur,NER,24.79997072,93.95001705,19/01/2019,Jan,2019,2.6
590,Meghalaya,NER,25.57049217,91.8800142,19/01/2019,Jan,2019,5.6
591,Mizoram,NER,23.71039899,92.72001461,19/01/2019,Jan,2019,1.6
592,Nagaland,NER,25.6669979,94.11657019,19/01/2019,Jan,2019,2.2
593,Tripura,NER,23.83540428,91.27999914,19/01/2019,Jan,2019,4.8
594,Punjab,NR,31.51997398,75.98000281,20/01/2019,Jan,2019,195.0
595,Haryana,NR,28.45000633,77.01999101,20/01/2019,Jan,2019,192.3
596,Rajasthan,NR,26.44999921,74.63998124,20/01/2019,Jan,2019,197.6
597,Delhi,NR,28.6699929,77.23000403,20/01/2019,Jan,2019,121.7
598,UP,NR,27.59998069,78.05000565,20/01/2019,Jan,2019,428.3
599,Uttarakhand,NR,30.32040895,78.05000565,20/01/2019,Jan,2019,42.4
600,HP,NR,31.10002545,77.16659704,20/01/2019,Jan,2019,28.1
601,J&K,NR,33.45,76.24,20/01/2019,Jan,2019,40.4
602,Chandigarh,NR,30.71999697,76.78000565,20/01/2019,Jan,2019,5.1
603,Chhattisgarh,WR,22.09042035,82.15998734,20/01/2019,Jan,2019,90.0
604,Gujarat,WR,22.2587,71.1924,20/01/2019,Jan,2019,273.8
605,MP,WR,21.30039105,76.13001949,20/01/2019,Jan,2019,189.3
606,Maharashtra,WR,19.25023195,73.16017493,20/01/2019,Jan,2019,362.4
607,Goa,WR,15.491997,73.81800065,20/01/2019,Jan,2019,11.8
608,DNH,WR,20.26657819,73.01661779999998,20/01/2019,Jan,2019,17.7
609,Andhra Pradesh,SR,14.7504291,78.57002559,20/01/2019,Jan,2019,153.9
610,Telangana,SR,18.1124,79.0193,20/01/2019,Jan,2019,152.0
611,Karnataka,SR,12.57038129,76.91999711,20/01/2019,Jan,2019,184.7
612,Kerala,SR,8.900372741,76.56999263,20/01/2019,Jan,2019,72.4
613,Tamil Nadu,SR,12.92038576,79.15004187,20/01/2019,Jan,2019,325.4
614,Pondy,SR,11.93499371,79.83000037,20/01/2019,Jan,2019,8.3
615,Bihar,ER,25.78541445,87.4799727,20/01/2019,Jan,2019,106.7
616,Jharkhand,ER,23.80039349,86.41998572,20/01/2019,Jan,2019,25.0
617,Odisha,ER,19.82042971,85.90001746,20/01/2019,Jan,2019,96.5
618,West Bengal,ER,22.58039044,88.32994665,20/01/2019,Jan,2019,178.9
619,Sikkim,ER,27.3333303,88.6166475,20/01/2019,Jan,2019,0.9
620,Arunachal Pradesh,NER,27.10039878,93.61660071,20/01/2019,Jan,2019,2.1
621,Assam,NER,26.7499809,94.21666744,20/01/2019,Jan,2019,33.0
622,Manipur,NER,24.79997072,93.95001705,20/01/2019,Jan,2019,2.6
623,Meghalaya,NER,25.57049217,91.8800142,20/01/2019,Jan,2019,5.6
624,Mizoram,NER,23.71039899,92.72001461,20/01/2019,Jan,2019,1.7
625,Nagaland,NER,25.6669979,94.11657019,20/01/2019,Jan,2019,2.2
626,Tripura,NER,23.83540428,91.27999914,20/01/2019,Jan,2019,5.5
627,Punjab,NR,31.51997398,75.98000281,21/01/2019,Jan,2019,207.1
628,Haryana,NR,28.45000633,77.01999101,21/01/2019,Jan,2019,182.9
629,Rajasthan,NR,26.44999921,74.63998124,21/01/2019,Jan,2019,189.7
630,Delhi,NR,28.6699929,77.23000403,21/01/2019,Jan,2019,112.2
631,UP,NR,27.59998069,78.05000565,21/01/2019,Jan,2019,407.9
632,Uttarakhand,NR,30.32040895,78.05000565,21/01/2019,Jan,2019,39.8
633,HP,NR,31.10002545,77.16659704,21/01/2019,Jan,2019,28.8
634,J&K,NR,33.45,76.24,21/01/2019,Jan,2019,41.7
635,Chandigarh,NR,30.71999697,76.78000565,21/01/2019,Jan,2019,5.2
636,Chhattisgarh,WR,22.09042035,82.15998734,21/01/2019,Jan,2019,87.5
637,Gujarat,WR,22.2587,71.1924,21/01/2019,Jan,2019,276.7
638,MP,WR,21.30039105,76.13001949,21/01/2019,Jan,2019,187.9
639,Maharashtra,WR,19.25023195,73.16017493,21/01/2019,Jan,2019,356.6
640,Goa,WR,15.491997,73.81800065,21/01/2019,Jan,2019,11.8
641,DNH,WR,20.26657819,73.01661779999998,21/01/2019,Jan,2019,17.9
642,Andhra Pradesh,SR,14.7504291,78.57002559,21/01/2019,Jan,2019,153.3
643,Telangana,SR,18.1124,79.0193,21/01/2019,Jan,2019,144.5
644,Karnataka,SR,12.57038129,76.91999711,21/01/2019,Jan,2019,179.9
645,Kerala,SR,8.900372741,76.56999263,21/01/2019,Jan,2019,72.1
646,Tamil Nadu,SR,12.92038576,79.15004187,21/01/2019,Jan,2019,311.5
647,Pondy,SR,11.93499371,79.83000037,21/01/2019,Jan,2019,8.0
648,Bihar,ER,25.78541445,87.4799727,21/01/2019,Jan,2019,109.1
649,Jharkhand,ER,23.80039349,86.41998572,21/01/2019,Jan,2019,24.8
650,Odisha,ER,19.82042971,85.90001746,21/01/2019,Jan,2019,97.6
651,West Bengal,ER,22.58039044,88.32994665,21/01/2019,Jan,2019,178.9
652,Sikkim,ER,27.3333303,88.6166475,21/01/2019,Jan,2019,0.8
653,Arunachal Pradesh,NER,27.10039878,93.61660071,21/01/2019,Jan,2019,2.2
654,Assam,NER,26.7499809,94.21666744,21/01/2019,Jan,2019,34.3
655,Manipur,NER,24.79997072,93.95001705,21/01/2019,Jan,2019,2.7
656,Meghalaya,NER,25.57049217,91.8800142,21/01/2019,Jan,2019,5.7
657,Mizoram,NER,23.71039899,92.72001461,21/01/2019,Jan,2019,1.8
658,Nagaland,NER,25.6669979,94.11657019,21/01/2019,Jan,2019,2.3
659,Tripura,NER,23.83540428,91.27999914,21/01/2019,Jan,2019,5.4
660,Punjab,NR,31.51997398,75.98000281,22/01/2019,Jan,2019,218.9
661,Haryana,NR,28.45000633,77.01999101,22/01/2019,Jan,2019,178.2
662,Rajasthan,NR,26.44999921,74.63998124,22/01/2019,Jan,2019,191.9
663,Delhi,NR,28.6699929,77.23000403,22/01/2019,Jan,2019,108.0
664,UP,NR,27.59998069,78.05000565,22/01/2019,Jan,2019,417.1
665,Uttarakhand,NR,30.32040895,78.05000565,22/01/2019,Jan,2019,38.8
666,HP,NR,31.10002545,77.16659704,22/01/2019,Jan,2019,26.5
667,J&K,NR,33.45,76.24,22/01/2019,Jan,2019,42.5
668,Chandigarh,NR,30.71999697,76.78000565,22/01/2019,Jan,2019,5.1
669,Chhattisgarh,WR,22.09042035,82.15998734,22/01/2019,Jan,2019,90.2
670,Gujarat,WR,22.2587,71.1924,22/01/2019,Jan,2019,263.5
671,MP,WR,21.30039105,76.13001949,22/01/2019,Jan,2019,188.2
672,Maharashtra,WR,19.25023195,73.16017493,22/01/2019,Jan,2019,330.8
673,Goa,WR,15.491997,73.81800065,22/01/2019,Jan,2019,8.2
674,DNH,WR,20.26657819,73.01661779999998,22/01/2019,Jan,2019,16.3
675,Andhra Pradesh,SR,14.7504291,78.57002559,22/01/2019,Jan,2019,152.6
676,Telangana,SR,18.1124,79.0193,22/01/2019,Jan,2019,150.3
677,Karnataka,SR,12.57038129,76.91999711,22/01/2019,Jan,2019,157.5
678,Kerala,SR,8.900372741,76.56999263,22/01/2019,Jan,2019,65.5
679,Tamil Nadu,SR,12.92038576,79.15004187,22/01/2019,Jan,2019,295.3
680,Pondy,SR,11.93499371,79.83000037,22/01/2019,Jan,2019,7.6
681,Bihar,ER,25.78541445,87.4799727,22/01/2019,Jan,2019,111.0
682,Jharkhand,ER,23.80039349,86.41998572,22/01/2019,Jan,2019,23.8
683,Odisha,ER,19.82042971,85.90001746,22/01/2019,Jan,2019,97.2
684,West Bengal,ER,22.58039044,88.32994665,22/01/2019,Jan,2019,173.0
685,Sikkim,ER,27.3333303,88.6166475,22/01/2019,Jan,2019,0.6
686,Arunachal Pradesh,NER,27.10039878,93.61660071,22/01/2019,Jan,2019,2.3
